식품군,식품명,에너지,단백질,지방 ,탄수화물,당류
,,kcal,g,g,g,g
곡류 및 그 제품,"케이크, 초콜릿 케이크",417,5.23,22.09,49.31,38.19
곡류 및 그 제품,"케이크, 치즈 케이크",331,5.87,21.32,28.82,17.61
곡류 및 그 제품,"케이크, 파운드 케이크",408,5.66,20.71,49.65,17.43
곡류 및 그 제품,"케이크, 팬케이크",261,7.15,4.87,47.24,15.79
곡류 및 그 제품,"보리, 겉보리, 도정, 생것",349,8.75,1.67,76.89,0.92
곡류 및 그 제품,"보리, 겉보리, 큰알보리1호, 도정, 생것",345,8.13,1.75,76.39,0.72
곡류 및 그 제품,"보리, 겉보리, 흑수정찰, 도정, 생것",352,9.38,1.6,77.39,1.11
곡류 및 그 제품,"보리, 겉보리, 늘보리, 도정, 생것",346,9.79,1.77,75.08,0.5
곡류 및 그 제품,"보리, 겉보리, 조곡, 생것",347,11.01,2.37,72.84,1.42
곡류 및 그 제품,"보리, 겉보리, 큰알보리1호, 조곡, 생것",345,10.39,2.41,72.85,1.43
곡류 및 그 제품,"보리, 겉보리, 흑수정찰, 조곡, 생것",349,11.64,2.34,72.82,1.42
곡류 및 그 제품,"보리, 겉보리, 압맥",343,8.74,1.66,75.38,0.1
곡류 및 그 제품,"보리, 겉보리, 할맥",354,9.3,1.67,77.71,1.62
곡류 및 그 제품,"보리, 겉보리, 밥",144,3.55,0.7,31.79,0.37
곡류 및 그 제품,"보리, 겉보리, 큰알보리1호, 밥",138,3.17,0.65,30.6,0.22
곡류 및 그 제품,"보리, 겉보리, 흑수청찰, 밥",150,3.93,0.75,32.97,0.53
곡류 및 그 제품,"보리, 맥주보리, 두산8호, 도정, 생것",352,10,1,78,-
곡류 및 그 제품,"보리, 쌀보리, 도정, 생것",341,8.66,1.66,75.04,0.51
곡류 및 그 제품,"보리, 쌀보리, 누리찰, 도정, 생것",340,8.89,1.57,74.77,0.57
곡류 및 그 제품,"보리, 쌀보리, 호강, 도정, 생것",341,7.8,1.59,75.91,0.46
곡류 및 그 제품,"보리, 쌀보리, 찰보리, 도정, 생것",346,11.87,2.15,72.29,0.5
곡류 및 그 제품,"보리, 쌀보리, 찰보리, 서둔찰보리, 도정, 생것",354,9.7,1.1,78.5,-
곡류 및 그 제품,"보리, 쌀보리, 찰보리, 할맥",362,8.5,1,82,-
곡류 및 그 제품,"보리, 쌀보리, 밥",144,3.58,0.73,31.72,0.08
곡류 및 그 제품,"보리, 쌀보리, 누리찰, 밥",142,3.77,0.72,30.99,0.08
곡류 및 그 제품,"보리, 쌀보리, 호강, 밥",146,3.39,0.73,32.45,0.08
곡류 및 그 제품,"보리, 가루",357,11.16,1.83,76.48,0.3
곡류 및 그 제품,"보리, 가루, 껍질 포함",364,10.95,2.99,76.09,0
곡류 및 그 제품,"보리, 엿기름",358,14.65,2.71,71.68,10.24
곡류 및 그 제품,"수수, 도정, 생것",374,11.67,3.01,73.63,0.46
곡류 및 그 제품,"수수, 찰수수, 도정, 생것",368,10.94,3.17,72.54,0.75
곡류 및 그 제품,"수수, 찰수수, 남풍찰, 도정, 생것",378,11.03,3.67,74.03,0.68
곡류 및 그 제품,"수수, 찰수수, 소담찰, 도정, 생것",376,12.73,3.02,73.19,0.66
곡류 및 그 제품,"수수, 찰수수, 도정, 밥",153,4.49,1.26,30.36,0.25
곡류 및 그 제품,"수수, 통수수, 생것",360,10.5,3.1,76.5,-
곡류 및 그 제품,"수수떡, 수수경단",224,5.04,0.89,49,7.99
곡류 및 그 제품,"시리얼, 쌀",390,6.65,1.68,86.99,21.72
곡류 및 그 제품,"시리얼, 옥수수",378,5.11,0.59,88.05,39.55
곡류 및 그 제품,"시리얼, 옥수수, 그래놀라, 건조과일",395,5.81,3.65,84.66,35.14
곡류 및 그 제품,"시리얼, 옥수수, 그래놀라, 코코넛",434,5.56,9.75,80.93,29.49
곡류 및 그 제품,"시리얼, 옥수수, 아몬드",426,7.3,9.29,78.18,34.79
곡류 및 그 제품,"시리얼, 옥수수, 코코아",407,6.08,4.34,85.78,40.91
곡류 및 그 제품,"시리얼, 현미",394,6.8,2.79,85.33,17.24
곡류 및 그 제품,"아마란스, 노란색, 말린것",383,17.09,5.94,67.27,1.65
곡류 및 그 제품,"아마란스, 빨간색, 말린것",381,16.47,5.78,67.59,1.71
곡류 및 그 제품,"옥수수, 단옥수수, 생것",118,4.01,1.5,23.39,4.91
곡류 및 그 제품,"옥수수, 단옥수수, 고당옥, 생것",108,3.87,1.24,21.61,4.58
곡류 및 그 제품,"옥수수, 단옥수수, 고당옥1호, 생것",108,3.91,1.09,21.82,6.07
곡류 및 그 제품,"옥수수, 단옥수수, 단옥3호, 생것",137,4.26,2.15,26.74,4.09
곡류 및 그 제품,"옥수수, 단옥수수, 삶은것",118,3.99,1.47,23.53,4.2
곡류 및 그 제품,"옥수수, 단옥수수, 고당옥, 삶은것",112,3.93,1.2,22.64,4.42
곡류 및 그 제품,"옥수수, 단옥수수, 고당옥1호, 삶은것",108,4.14,1.33,21.25,3.61
곡류 및 그 제품,"옥수수, 단옥수수, 단옥3호, 삶은것",134,3.91,1.89,26.71,4.57
곡류 및 그 제품,"옥수수, 단옥수수, 찐것",135,4.2,0.7,29.1,-
곡류 및 그 제품,"옥수수, 메옥수수, 생것",178,5.34,2.06,36.26,0.31
곡류 및 그 제품,"옥수수, 메옥수수, 삶은것",173,5.11,2.19,34.89,0.29
곡류 및 그 제품,"옥수수, 메옥수수, 구운것",372,8.9,3.9,78.3,-
곡류 및 그 제품,"옥수수, 메옥수수, 말린것",358,9.94,3.83,74.12,1.94
곡류 및 그 제품,"옥수수, 메옥수수, 강다옥, 말린것",361,9.82,4.46,73.68,1.32
곡류 및 그 제품,"옥수수, 메옥수수, 광평옥, 말린것",358,9.73,4.69,72.54,1.41
곡류 및 그 제품,"옥수수, 메옥수수, 다안옥, 말린것",356,10.25,4.28,72.49,1.54
곡류 및 그 제품,"옥수수, 메옥수수, 다평옥, 말린것",359,9.02,3.64,75.32,2.13
곡류 및 그 제품,"옥수수, 메옥수수, 신광옥, 말린것",354,9.79,3.06,74.78,1.7
곡류 및 그 제품,"옥수수, 메옥수수, 신황옥, 말린것",357,10.22,3.62,74.14,2.51
곡류 및 그 제품,"옥수수, 메옥수수, 안다옥, 말린것",356,10.25,3.41,74.3,2.27
곡류 및 그 제품,"옥수수, 메옥수수, 양안옥, 말린것",358,9.56,3.61,74.98,1.72
곡류 및 그 제품,"옥수수, 메옥수수, 장다옥, 말린것",357,11,3.76,73.36,2.26
곡류 및 그 제품,"옥수수, 메옥수수, 창다옥, 말린것",360,8.93,3.47,75.96,1.79
곡류 및 그 제품,"옥수수, 메옥수수, 청안옥, 말린것",360,9.11,3.8,75.29,2.4
곡류 및 그 제품,"옥수수, 메옥수수, 평강옥, 말린것",359,9.45,3.54,75.3,2.16
곡류 및 그 제품,"옥수수, 메옥수수, 평안옥, 말린것",358,11.77,4.61,71.24,2.26
곡류 및 그 제품,"옥수수, 메옥수수, 황다옥, 말린것",358,10.32,3.65,74.27,1.64
곡류 및 그 제품,"옥수수, 찰옥수수, 생것",141,4.79,1.4,28.96,3.42
곡류 및 그 제품,"옥수수, 찰옥수수, 대학, 생것",164,4.79,1.62,34.02,3.42
곡류 및 그 제품,"옥수수, 찰옥수수, 일미찰, 생것",126,5.12,1.25,25.18,3.53
곡류 및 그 제품,"옥수수, 찰옥수수, 찰옥4호, 생것",162,4.63,1.51,33.96,3.74
곡류 및 그 제품,"옥수수, 찰옥수수, 황금맛찰, 생것",114,4.62,1.21,22.68,2.98
곡류 및 그 제품,"옥수수, 찰옥수수, 삶은것",136,4.72,1.48,27.42,2.62
곡류 및 그 제품,"옥수수, 찰옥수수, 대학, 삶은것",140,4.22,1.42,28.85,2.62
곡류 및 그 제품,"옥수수, 찰옥수수, 일미찰, 삶은것",129,5.14,1.37,25.69,2.83
곡류 및 그 제품,"옥수수, 찰옥수수, 찰옥4호, 삶은것",156,4.73,1.9,31.65,3.06
곡류 및 그 제품,"옥수수, 찰옥수수, 황금맛찰, 삶은것",118,4.78,1.24,23.48,1.98
곡류 및 그 제품,"옥수수, 찰옥수수, 찐것",132,6.6,1.4,25.4,-
곡류 및 그 제품,"옥수수, 찰옥수수, 말린것",371,11.5,4.6,74.7,-
곡류 및 그 제품,"옥수수, 가루",364,7.32,0.97,83.3,0.54
곡류 및 그 제품,"옥수수 과자, 강냉이",409,7.16,3.25,87.9,13.52
곡류 및 그 제품,"옥수수 과자, 팝콘, 전자레인지 조리",497,8.12,27.28,61.18,0
곡류 및 그 제품,"옥수수 과자, 팝콘, 캐러멜맛",459,4.77,14.36,77.74,34.78
곡류 및 그 제품,"옥수수, 통조림, 가당",105,2.07,0.73,22.45,4.17
곡류 및 그 제품,"옥수수, 통조림, 크림",82,1.7,0.5,18.6,-
곡류 및 그 제품,옥수수묵,55,1.1,0,12.6,-
곡류 및 그 제품,"옥수수 샐러드, 콘샐러드",129,1.78,6.42,15.96,8.76
곡류 및 그 제품,"율무, 도정, 생것",380,14.95,5.25,67.63,0.97
곡류 및 그 제품,"율무, 도정, 밥",172,7.1,2.35,30.34,0.15
곡류 및 그 제품,"율무, 죽",77,3.26,0.98,13.75,0.1
곡류 및 그 제품,"잡곡, 현미, 찹쌀, 현미찹쌀, 보리 등, 생것",358,9.79,2.09,73.4,0.93
곡류 및 그 제품,"조, 메조, 도정, 생것",373,11.48,3.91,71.7,0.71
곡류 및 그 제품,"조, 메조, 다황메, 도정, 생것",374,11.13,3.96,72.3,0.71
곡류 및 그 제품,"조, 메조, 단아메, 도정, 생것",372,13.45,4.17,69.16,0.68
곡류 및 그 제품,"조, 메조, 삼다메, 도정, 생것",372,10.78,3.74,72.57,0.79
곡류 및 그 제품,"조, 메조, 조황메, 도정, 생것",373,11.33,4,71.68,0.89
곡류 및 그 제품,"조, 메조, 도정, 찐것",115,3.14,1.13,22.71,0
곡류 및 그 제품,"조, 차조, 도정, 생것",370,10.95,3.85,71.69,0.89
곡류 및 그 제품,"조, 차조, 경관1호, 도정, 생것",376,10.74,3.82,73.5,0.75
곡류 및 그 제품,"조, 차조, 경관2호, 도정, 생것",375,12.83,4.37,70.03,0.78
곡류 및 그 제품,"조, 차조, 삼다찰, 도정, 생것",369,12.07,3.86,70.39,0.97
곡류 및 그 제품,"조, 차조, 황미찰, 도정, 생것",371,9.28,3.38,74.54,1.06
곡류 및 그 제품,"조, 차조, 도정, 밥",143,4.5,1.53,27.28,0.28
곡류 및 그 제품,"찹쌀, 백미, 생것",363,6.64,0.99,78.17,0.29
곡류 및 그 제품,"찹쌀, 백미, 동진찰벼, 생것",363,6.64,1.04,78.11,0.07
곡류 및 그 제품,"찹쌀, 백미, 백옥찰, 생것",365,6.54,1.04,78.67,0.28
곡류 및 그 제품,"찹쌀, 백미, 백진주, 생것",365,6.77,1.12,78.23,0.55
곡류 및 그 제품,"찹쌀, 백미, 보람찰, 생것",359,6.63,0.76,77.68,0.25
곡류 및 그 제품,"찹쌀, 백미, 화선찰벼, 생것",375,9.5,2.6,75.2,-
곡류 및 그 제품,"찹쌀, 백미, 보람찰, 밥",155,2.58,0.33,33.93,0
곡류 및 그 제품,"찹쌀, 백미, 보람찰, 죽",53,0.91,0.28,11.3,0
곡류 및 그 제품,"찹쌀, 백미, 가루",377,7.56,0.98,80.62,0.41
곡류 및 그 제품,"찹쌀, 현미, 생것",356,7.28,2.29,75.52,0.9
곡류 및 그 제품,"찹쌀, 현미, 동진찰벼, 생것",357,7.14,2.18,76.22,0.39
곡류 및 그 제품,"찹쌀, 현미, 백옥찰, 생것",358,7.47,2.38,75.65,1.05
곡류 및 그 제품,"찹쌀, 현미, 백진주, 생것",358,7.38,2.39,75.82,1.12
곡류 및 그 제품,"찹쌀, 현미, 보람찰, 생것",350,7.11,2.21,74.39,1.03
곡류 및 그 제품,"찹쌀, 현미, 보람찰, 밥",181,3.55,1.25,38.41,0.45
곡류 및 그 제품,"찹쌀, 현미, 흑미, 생것",362,7.83,2.75,75.66,1.77
곡류 및 그 제품,"찹쌀, 현미, 눈큰흑찰1호, 생것",360,8.19,2.69,75.08,2.19
곡류 및 그 제품,"찹쌀, 현미, 조생흑찰, 생것",363,7.47,2.8,76.23,1.34
곡류 및 그 제품,"다식, 검정깨",455,13.99,20.69,53.23,13.32
곡류 및 그 제품,"다식, 송화",352,5.99,1.5,78.61,52.74
곡류 및 그 제품,"찹쌀 과자, 산자",417,2,11.8,75.6,-
곡류 및 그 제품,"찹쌀 과자, 유과",411,1.96,10.37,77.49,14.72
곡류 및 그 제품,"찹쌀 국수, 흑미, 말린것",334,8.1,0.3,74.6,-
곡류 및 그 제품,찹쌀떡,241,4.7,0.51,54.49,19.9
곡류 및 그 제품,"찹쌀떡, 경단 카스텔라",227,4.59,1.6,48.52,10.62
곡류 및 그 제품,"찹쌀떡, 모듬찰떡",233,6.31,4.12,42.59,3.12
곡류 및 그 제품,"찹쌀떡, 약식",220,4.44,2.32,45.43,10.21
곡류 및 그 제품,"찹쌀떡, 인절미, 팥고물",204,4.2,0.9,44.8,-
곡류 및 그 제품,"찹쌀떡, 인절미, 콩고물",231,5.52,1.15,49.69,2.81
곡류 및 그 제품,"찹쌀떡, 찰시루떡",191,6.09,0.42,40.74,6.45
곡류 및 그 제품,"찹쌀빵, 찹쌀도넛",325,4.14,8.88,57.02,16.19
곡류 및 그 제품,"퀴노아, 쪄서 말린것",363,9.56,3.26,72.62,1.34
곡류 및 그 제품,"피, IEC525(NO.5), 도정, 생것",376,8.5,4.6,73.9,-
곡류 및 그 제품,"호밀, 통호밀, 생것",334,15.9,1.5,70.7,-
곡류 및 그 제품,"호밀, 가루",365,9.4,1.82,78.16,1.24
곡류 및 그 제품,호밀빵,285,8.47,5.11,51.35,4.78
감자류 및 전분류,"감자, 대지, 생것",67,2.01,0.04,15.08,0
감자류 및 전분류,"감자, 대지, 삶은것",77,2.07,0.08,17.39,0
감자류 및 전분류,"감자, 대지, 찐것",80,2.11,0.09,18.17,0
감자류 및 전분류,"감자, 대지, 구운것",90,2.43,0.09,20.5,0
감자류 및 전분류,"감자, 수미, 생것",70,1.93,0.03,16.07,0
감자류 및 전분류,"감자, 수미, 삶은것",76,1.99,0.04,17.43,0
감자류 및 전분류,"감자, 수미, 찐것",75,1.94,0.05,17.28,0
감자류 및 전분류,"감자, 수미, 구운것",85,2.3,0.08,19.38,0
감자류 및 전분류,"감자, 로즈밸리, 생것",68,2.25,0.03,15.18,0
감자류 및 전분류,"감자, 로즈밸리, 삶은것",79,2.34,0.09,17.87,0
감자류 및 전분류,"감자, 자색, 생것",82,2.8,-,18.5,-
감자류 및 전분류,"감자, 자색, 찐것",85,2.3,-,19.5,-
감자류 및 전분류,"감자, 자색, 보라밸리, 생것",60,1.45,0.02,13.79,0
감자류 및 전분류,"감자, 자색, 보라밸리, 삶은것",69,1.39,0.05,15.97,0
감자류 및 전분류,"감자, 자심, 생것",64,1.8,0,14.7,-
감자류 및 전분류,"감자, 부침가루",355,12.1,1.4,73.6,-
감자류 및 전분류,"감자 과자, 감자칩, 구운것",469,5,18.2,71.4,5.01
감자류 및 전분류,"감자 과자, 감자칩, 튀긴것",536,4.95,30.33,60.92,0
감자류 및 전분류,"감자 튀김, 튀긴것",293,3.54,11.3,44.16,0.19
감자류 및 전분류,"감자 튀김, 해시브라운, 튀긴것",219,2.65,11.59,28.51,0.27
감자류 및 전분류,"감자, 으깬감자",83,1.91,0.57,17.57,1.48
감자류 및 전분류,감자 샐러드,143,2.68,8.2,11.17,-
감자류 및 전분류,"고구마, 생것",147,1.09,0.15,35.52,9.83
감자류 및 전분류,"고구마, 분질(밤) 고구마, 생것",154,1.01,0.11,37.22,9.83
감자류 및 전분류,"고구마, 점질(호박) 고구마, 생것",141,1.17,0.2,33.81,9.83
감자류 및 전분류,"고구마, 베니하루까, 생것",147,1.03,0.45,34.91,7.08
감자류 및 전분류,"고구마, 신율미, 생것",164,1,0.61,38.84,4.64
감자류 및 전분류,"고구마, 신자미, 생것",107,1.3,0.1,25.5,-
감자류 및 전분류,"고구마, 연황미, 생것",127,1.1,0,30.7,-
감자류 및 전분류,"고구마, 주황미, 생것",105,1,0.1,25.1,-
감자류 및 전분류,"고구마, 진홍미, 생것",140,1.2,-,33.8,-
감자류 및 전분류,"고구마, 찐것",163,1.08,0.15,39.41,13.75
감자류 및 전분류,"고구마, 분질(밤) 고구마, 찐것",169,1.07,0.15,40.9,13.02
감자류 및 전분류,"고구마, 점질(호박) 고구마, 찐것",157,1.1,0.15,37.91,14.48
감자류 및 전분류,"고구마, 구운것",188,1.13,0.16,45.48,19.08
감자류 및 전분류,"고구마, 분질(밤) 고구마, 구운것",189,1.01,0.16,45.94,14.95
감자류 및 전분류,"고구마, 점질(호박) 고구마, 구운것",186,1.25,0.16,45.02,23.21
감자류 및 전분류,"고구마, 말린것",312,2.3,0.1,75.7,-
감자류 및 전분류,"고구마, 고구마말랭이, 말린것",277,3.62,0.34,65.58,31.77
감자류 및 전분류,"당면, 고구마, 말린것",358,0.08,0.07,88.75,0
감자류 및 전분류,"당면, 고구마, 삶은것",123,0.03,0.04,30.38,0
감자류 및 전분류,"당면, 고구마, 감자, 말린것",346,0,0.2,86.6,0
감자류 및 전분류,"곤약(구약나물), 가루",194,3,0.1,85.3,-
감자류 및 전분류,"곤약(구약나물), 국수형, 생것",7,0.08,0.01,3.18,0
감자류 및 전분류,"곤약(구약나물), 국수형, 데친것",7,0.01,0.01,3.58,0
감자류 및 전분류,"곤약(구약나물), 판형, 생것",6,0.12,0.01,3.06,0
감자류 및 전분류,"돼지감자, 생것",35,2.18,0.09,14.92,6.37
감자류 및 전분류,"돼지감자, 삶은것",39,2.23,0.11,17.16,0
감자류 및 전분류,"돼지감자, 말린것",172,10.43,0.46,74.35,11.64
감자류 및 전분류,"마, 단마, 생것",63,1.84,0.12,14.05,1
감자류 및 전분류,"마, 둥근마, 생것",152,3.56,0.98,33.24,0.15
감자류 및 전분류,"마, 장마, 생것",45,1.56,0.28,9.55,2.22
감자류 및 전분류,"마, 장마, 삶은것",49,1.47,0.25,10.51,2.47
감자류 및 전분류,"아피오스감자, 생것",175,6.1,0.5,38.2,-
감자류 및 전분류,"야콘, 뿌리, 생것",52,0.6,0.3,12.4,0.5
감자류 및 전분류,"야콘, 뿌리, 삶은것",42,0.6,0.3,9.9,-
감자류 및 전분류,올방개묵,44,0.05,0.04,10.91,0
감자류 및 전분류,"전분, 감자, 가루",334,0.07,0.02,82.7,0.05
감자류 및 전분류,"전분, 고구마, 가루",346,0,0.05,85.85,0.01
감자류 및 전분류,"전분, 밀, 가루",360,0.2,0.5,86,0
감자류 및 전분류,"전분, 쌀, 가루",375,0.2,0.7,89.3,0
감자류 및 전분류,"전분, 옥수수, 가루",366,0.19,0.56,89.6,0.05
감자류 및 전분류,"전분, 옥수수, 밀, 가루",379,0.3,0,93.8,-
감자류 및 전분류,"전분, 칡뿌리, 가루",356,0.2,0.2,85.6,0
감자류 및 전분류,"천마, 생것",77,0.9,0,18.5,-
감자류 및 전분류,"천마, 찐것",81,1.1,0,19.3,-
감자류 및 전분류,"칡, 뿌리, 생것",137,2.48,0.1,32.05,3.58
감자류 및 전분류,칡즙,21,0.44,0,4.91,1.51
감자류 및 전분류,"토란, 생것",71,2.08,0.14,15.77,0
감자류 및 전분류,"토란, 삶은것",73,2.17,0.18,16.28,0.46
감자류 및 전분류,"토란, 찐것",76,2.4,0.17,16.75,0
감자류 및 전분류,"히카마(얌빈), 생것",44,0.68,0.06,10.36,4.59
감자류 및 전분류,"히카마(얌빈), 삶은것",45,0.39,0.06,10.66,2.93
당류,과당,375,0,0,99.9,-99.9
당류,"껌, 무설탕",268,0,0.4,94.8,0
당류,"껌, 추잉 껌",388,0,0,-96.9,-
당류,"껌, 풍선껌",387,0,0,-96.7,-
당류,꿀,317,0.28,0.01,85.83,72.67
당류,"꿀, 밤",314,0.45,0.02,84.95,67.37
당류,"꿀, 아카시아",319,0.12,0,86.48,74.68
당류,"꿀, 잡화",318,0.26,0.02,86.07,75.96
당류,"꿀, 토종",313,0.38,0.02,84.75,67.17
당류,"당밀, 가공당",274,0.2,0,68.2,-
당류,로열 젤리,104,14.29,1.4,12.82,12.04
당류,물엿,321,0.02,0,83.03,22.06
당류,"사탕, 과일사탕",396,0.05,0.1,98.64,70.56
당류,"사탕, 드롭스",396,0.31,0.55,97.54,42.77
당류,"사탕, 땅콩",354,0.23,7.14,91.2,37.08
당류,"사탕, 마시멜로",324,-2.1,0,-79.3,-61.4
당류,"사탕, 박하사탕",394,0.02,0.02,98.54,41.67
당류,"사탕, 버터",431,0.35,8.39,88.5,71.75
당류,"사탕, 츄잉 사탕, 과일맛",430,1.81,10.63,81.84,64.85
당류,"사탕, 츄잉 사탕, 우유맛",431,4.69,13.97,71.65,56.82
당류,"설탕, 가루",389,0,0,99.77,97.81
당류,"설탕, 각설탕",387,0,0,99.95,99.5
당류,"설탕, 백설탕",386,0,0,99.8,99.7
당류,"설탕, 빙설탕",394,0.1,0,99.8,99.9
당류,"설탕, 황설탕",386,0.03,0.01,99.66,98.29
당류,"설탕, 흑설탕",380,0.12,0.02,97.97,92.85
당류,"시럽, 단풍나무",260,0.04,0.06,67.04,60.46
당류,"시럽, 초콜릿",268,2.1,0.1,67.1,-
당류,"양갱, 팥",298,3.37,0.14,73.44,41.94
당류,"엿, 고구마",263,1.6,-,69.7,-
당류,"젤라틴, 디저트용, 가루",381,7.8,0,90.5,86.04
당류,"젤리, 구미",344,7.5,0.42,77.53,50
당류,"조청, 감",201,3,0.1,47,-
당류,"조청, 고구마",289,1.38,0.35,77,46.86
당류,"조청, 도라지",323,1.7,0.1,86,-
당류,"조청, 배",238,2.1,0,62.3,-
당류,"조청, 산수유",299,0.3,-,80.9,-
당류,"조청, 쌀",326,0.53,0.24,87.9,49.91
당류,"조청, 오가피",286,0.4,0.1,77.3,-
당류,"초코바, 땅콩 캐러멜",479,9.36,21.51,61.98,48.03
당류,"초코바, 쿠키 캐러멜",489,4.33,22.33,67.6,43.07
당류,"초콜릿, 다크 초콜릿",598,7.79,42.63,45.9,23.99
당류,"초콜릿, 땅콩 초콜릿",519,13.1,33.5,49.7,37.59
당류,"초콜릿, 밀크 아몬드 초콜릿",526,9,34.4,53.4,43.9
당류,"초콜릿, 밀크 초콜릿",549,7.8,32.54,56.17,46.18
당류,"초콜릿, 스위트 초콜릿",507,3.9,34.2,60.4,51.48
당류,"초콜릿, 크런치 초콜릿",520,7.25,26.81,62.49,44.12
당류,"초콜릿, 화이트 초콜릿",539,5.87,32.09,59.24,59
당류,"캐러멜, 우유",423,1.8,10.7,79.9,-
당류,포도당,342,0,0,91,-88.2
당류,"푸딩, 바닐라 가루, 우유에 섞은것",114,2.7,2.9,19.7,18.03
당류,"푸딩, 커스터드",116,-5.7,-5.5,-14,-13.6
두류,"강낭콩, 생것",174,8.8,0.86,32.35,1.65
두류,"강낭콩, 삶은것",171,8.46,0.9,31.92,0.77
두류,"강낭콩, 말린것",348,21.01,1.41,61.89,3.32
두류,"강낭콩, 말린것, 삶은것",169,10.35,0.93,29.43,0.75
두류,"녹두, 말린것",352,24.51,1.52,60.15,0
두류,"녹두, 삶은것",158,11.29,0.67,26.66,0
두류,"녹두 빈대떡, 가루",347,20.7,1.2,63.4,-
두류,"녹두 빈대떡가루, 반죽",98,6.2,0.6,17,-
두류,"녹두 국수, 말린것",344,0.2,0.4,87.5,0
두류,녹두묵,40,0.12,0.03,9.81,0.02
두류,"대두, 검은색, 서리태, 말린것",413,38.68,15.86,30.45,6.45
두류,"대두, 검은색, 서리태, 삶은것",196,19.02,8.75,11.39,6.95
두류,"대두, 검은색, 서리태, 볶은것",436,41.72,16.72,31.27,6.73
두류,"대두, 검은색, 청자3호, 말린것",399,34.6,12.6,37.84,9.36
두류,"대두, 검은색, 청자3호, 볶은것",452,37.4,18.1,36.7,-
두류,"대두, 검은색, 흑태, 말린것",407,36.1,15.37,32.45,6.44
두류,"대두, 검은색, 흑태, 삶은것",199,17.87,9.05,12.4,2.19
두류,"대두, 검은색, 흑태, 볶은것",446,40.99,17.31,33.31,5.7
두류,"대두, 노란색, 말린것",409,36.21,14.71,32.99,6.64
두류,"대두, 노란색, 삶은것",201,17.82,9.5,12.02,2.43
두류,"대두, 노란색, 볶은것",444,40.47,17.21,33.57,6.32
두류,"대두, 노란색, 대풍, 말린것",405,34.36,13.83,36.94,5.51
두류,"대두, 노란색, 대풍, 볶은것",460,35.8,19.5,37.3,-
두류,"대두, 노란색, 미국산, 말린것",432,33.9,16,39.6,-
두류,"대두, 노란색, 중국산, 말린것",433,32.7,16.9,39.2,-
두류,"대두, 콩가루",430,38.5,21.36,30.81,7.51
두류,두부,97,9.62,4.63,3.75,0
두류,"두부, 동두부, 동결건조",496,50.5,34.1,4.2,0
두류,"두부, 순두부",44,6.85,1.35,0.69,0.6
두류,"두부, 연두부",50,4.66,2.51,1.93,0.74
두류,"두부, 유부",450,26.11,34.23,7.93,0.42
두류,"두부, 유부, 조미",201,9.77,12.67,12.09,7.98
두류,비지,51,4,1.93,4.61,0.5
두류,"두유, 대두",62,3.01,3.92,3.42,3.02
두류,"두유, 검은콩",86,3.21,3.77,9.87,4.71
두류,"두유, 검은콩, 검은참깨",77,3.4,3.15,8.76,4.54
두류,"두유, 콩국물, 소금 0.3%",57,4.84,2.57,3.74,0.91
두류,콩조림(콩자반),271,19.3,4.2,39.1,-
두류,"동부, 생것",166,9.51,1.02,29.34,0.21
두류,"동부, 삶은것",138,8.11,0.77,24.46,0.14
